Date,Nasdaq Change %,Nasdaq Trend,S&P500 Change %,S&P500 Trend,DJI Change %,DJI Trend,VIX Change %,VIX Trend
11/19/2012,1.6600,1,1.99,1,1.65,1,-7.13,0
11/20/2012,-0.3900,0,0.07,1,-0.06,0,-1.05,0
11/21/2012,0.3500,1,0.23,1,0.38,1,1.53,1
11/23/2012,-0.3500,0,1.30,1,1.35,1,-1.11,0
11/26/2012,-1.8200,0,-0.20,0,-0.33,0,2.38,1
11/27/2012,-3.2500,0,-0.52,0,-0.69,0,2.71,1
11/28/2012,0.1200,1,0.79,1,0.83,1,-2.58,0
11/29/2012,-0.2800,0,0.43,1,0.28,1,-2.90,0
11/30/2012,-2.2400,0,0.02,1,0.03,1,5.38,1
12/3/2012,0.1400,1,-0.47,0,-0.46,0,4.85,1
12/4/2012,2.3800,1,-0.17,0,-0.11,0,2.88,1
12/5/2012,0.8600,1,0.16,1,0.64,1,-3.86,0
12/6/2012,-2.1800,0,0.33,1,0.30,1,0.73,1
12/7/2012,1.0900,1,0.29,1,0.62,1,-4.10,0
12/10/2012,-1.5800,0,0.03,1,0.11,1,0.94,1
12/11/2012,2.6600,1,0.65,1,0.60,1,-2.99,0
12/12/2012,0.0100,1,0.04,1,-0.02,0,2.44,1
12/13/2012,-0.1200,0,-0.63,0,-0.56,0,3.82,1
12/14/2012,-0.2600,0,-0.41,0,-0.27,0,2.66,1
12/17/2012,-2.7400,0,1.19,1,0.76,1,-3.88,0
12/18/2012,1.9700,1,1.15,1,0.87,1,-4.71,0
12/19/2012,-3.4100,0,-0.76,0,-0.74,0,11.50,1
12/20/2012,1.0300,1,0.55,1,0.45,1,1.79,1
12/21/2012,-0.1200,0,-0.94,0,-0.91,0,0.96,1
12/24/2012,-0.9800,0,-0.24,0,-0.39,0,4.20,1
12/26/2012,-3.0300,0,-0.48,0,-0.19,0,4.79,1
12/27/2012,-1.1400,0,-0.12,0,-0.14,0,-0.05,0
12/28/2012,-0.2400,0,-1.10,0,-1.21,0,16.69,1
12/31/2012,-2.0800,0,1.69,1,1.28,1,-20.69,0
1/2/2013,-1.1500,0,2.54,1,2.35,1,-18.53,0
1/3/2013,-0.8200,0,-0.21,0,-0.16,0,-0.82,0
1/4/2013,1.3300,1,0.49,1,0.33,1,-5.01,0
1/7/2013,-0.1500,0,-0.31,0,-0.38,0,-0.29,0
1/8/2013,0.0500,1,-0.32,0,-0.41,0,-1.23,0
1/9/2013,0.9000,1,0.27,1,0.46,1,1.40,1
1/10/2013,0.6500,1,0.76,1,0.60,1,-2.32,0
1/11/2013,0.9300,1,0.00,0,0.13,1,-0.96,0
1/14/2013,-1.5900,0,-0.09,0,0.14,1,1.20,1
1/15/2013,-1.3500,0,0.11,1,0.20,1,0.22,1
1/16/2013,1.5200,1,0.02,1,-0.17,0,-0.96,0
1/17/2013,0.8700,1,0.56,1,0.63,1,1.12,1
1/18/2013,0.3800,1,0.34,1,0.39,1,-8.18,0
1/22/2013,-2.2100,0,0.44,1,0.46,1,-0.24,0
1/23/2013,0.4400,1,0.15,1,0.49,1,0.24,1
1/24/2013,-1.4800,0,0.00,0,0.33,1,1.85,1
1/25/2013,-0.0700,0,0.54,1,0.51,1,1.58,1
1/28/2013,-0.7900,0,-0.18,0,-0.10,0,5.28,1
1/29/2013,2.0800,1,0.51,1,0.52,1,-1.92,0
1/30/2013,-1.6700,0,-0.39,0,-0.32,0,7.59,1
1/31/2013,-0.6400,0,-0.26,0,-0.36,0,-0.28,0
2/1/2013,0.9300,1,1.01,1,1.08,1,-9.66,0
2/4/2013,-0.3700,0,-1.15,0,-0.93,0,13.72,1
2/5/2013,0.2200,1,1.04,1,0.71,1,-6.48,0
2/6/2013,0.2600,1,0.05,1,0.05,1,-2.26,0
2/7/2013,0.0100,1,-0.18,0,-0.30,0,0.67,1
2/8/2013,-0.0500,0,0.57,1,0.35,1,-3.56,0
2/11/2013,0.6200,1,-0.06,0,-0.16,0,-0.61,0
2/12/2013,-0.0300,0,0.16,1,0.34,1,-2.32,0
2/13/2013,1.7900,1,0.06,1,-0.26,0,2.69,1
2/14/2013,0.0300,1,0.07,1,-0.07,0,-2.47,0
2/15/2013,1.1500,1,-0.10,0,0.06,1,-1.58,0
2/19/2013,-1.5400,0,0.73,1,0.39,1,-1.20,0
2/20/2013,-1.2200,0,-1.24,0,-0.77,0,19.25,1
2/21/2013,-0.3200,0,-0.63,0,-0.34,0,3.68,1
2/22/2013,-0.2400,0,0.88,1,0.86,1,-6.90,0
2/25/2013,-1.0100,0,-1.83,0,-1.55,0,34.02,1
2/26/2013,0.3800,1,0.61,1,0.84,1,-11.16,0
2/27/2013,-0.2900,0,1.27,1,1.26,1,-12.69,0
2/28/2013,-0.0500,0,-0.09,0,-0.15,0,5.30,1
3/1/2013,0.3500,1,0.23,1,0.25,1,-0.97,0
3/4/2013,1.4500,1,0.46,1,0.27,1,-8.79,0
3/5/2013,-0.4000,0,0.96,1,0.89,1,-3.78,0
3/6/2013,-0.4200,0,0.11,1,0.30,1,0.37,1
3/7/2013,1.3000,1,0.18,1,0.23,1,-3.47,0
3/8/2013,-0.0900,0,0.45,1,0.47,1,-3.60,0
3/11/2013,0.0600,1,0.32,1,0.35,1,-8.18,0
3/12/2013,2.2700,1,-0.24,0,0.02,1,6.14,1
3/13/2013,1.6500,1,0.13,1,0.04,1,-3.59,0
3/14/2013,-0.8400,0,0.56,1,0.58,1,-4.48,0
3/15/2013,-0.5000,0,-0.16,0,-0.17,0,0.00,0
3/18/2013,0.3800,1,-0.55,0,-0.43,0,18.23,1
3/19/2013,0.3400,1,-0.24,0,0.03,1,7.71,1
3/20/2013,1.8200,1,0.67,1,0.39,1,-11.95,0
3/21/2013,-0.2900,0,-0.83,0,-0.62,0,10.42,1
3/22/2013,-0.8700,0,0.72,1,0.63,1,-3.00,0
3/25/2013,0.1700,1,-0.33,0,-0.44,0,1.25,1
3/26/2013,0.4100,1,0.78,1,0.77,1,-7.06,0
3/27/2013,0.4100,1,-0.06,0,-0.23,0,2.98,1
3/28/2013,0.9000,1,0.41,1,0.36,1,-3.42,0
4/1/2013,-0.6900,0,-0.45,0,-0.04,0,6.93,1
4/2/2013,1.5600,1,0.52,1,0.61,1,-5.89,0
4/3/2013,1.7400,1,-1.05,0,-0.76,0,11.19,1
4/4/2013,0.1500,1,0.40,1,0.38,1,-2.25,0
4/5/2013,2.2800,1,-0.43,0,-0.28,0,0.22,1
4/8/2013,-0.5900,0,0.63,1,0.33,1,-5.24,0
4/9/2013,-3.0400,0,0.35,1,0.41,1,-2.65,0
4/10/2013,-1.0100,0,1.22,1,0.88,1,-3.74,0
4/11/2013,-0.3800,0,0.36,1,0.42,1,-0.97,0
4/12/2013,-0.0800,0,-0.28,0,0.00,0,-1.47,0
4/15/2013,-1.5000,0,-2.30,0,-1.79,0,43.20,1
4/16/2013,0.0400,1,1.43,1,1.08,1,-19.17,0
4/17/2013,-1.3600,0,-1.43,0,-0.94,0,18.27,1
4/18/2013,0.1000,1,-0.67,0,-0.56,0,6.36,1
4/19/2013,0.5900,1,0.88,1,0.07,1,-14.75,0
4/22/2013,1.1400,1,0.47,1,0.14,1,-3.87,0
4/23/2013,-0.3400,0,1.04,1,1.05,1,-6.32,0
4/24/2013,0.5400,1,0.00,0,-0.29,0,0.96,1
4/25/2013,0.8400,1,0.40,1,0.17,1,0.07,1
4/26/2013,-1.1500,0,-0.18,0,0.08,1,-0.07,0
4/29/2013,2.7300,1,0.72,1,0.72,1,0.73,1
4/30/2013,-1.0500,0,0.25,1,0.14,1,-1.39,0
5/1/2013,-0.3500,0,-0.93,0,-0.94,0,7.17,1
5/2/2013,2.4600,1,0.94,1,0.89,1,-6.21,0
5/3/2013,-2.9400,0,1.05,1,0.96,1,-5.45,0
5/6/2013,-1.0700,0,0.19,1,-0.03,0,-1.48,0
5/7/2013,0.3200,1,0.52,1,0.58,1,1.34,1
5/8/2013,2.4500,1,0.41,1,0.32,1,-1.33,0
5/9/2013,4.2400,1,-0.37,0,-0.15,0,3.71,1
5/10/2013,-0.4400,0,0.43,1,0.24,1,-4.11,0
5/13/2013,-3.8200,0,0.00,0,-0.18,0,-0.32,0
5/14/2013,-3.5200,0,1.01,1,0.82,1,1.75,1
5/15/2013,-2.8200,0,0.51,1,0.40,1,0.31,1
5/16/2013,-0.8000,0,-0.50,0,-0.28,0,2.03,1
5/17/2013,-0.6400,0,1.03,1,0.80,1,-4.74,0
5/20/2013,0.8600,1,-0.07,0,-0.12,0,4.58,1
5/21/2013,0.2900,1,0.17,1,0.34,1,2.69,1
5/22/2013,-0.2100,0,-0.83,0,-0.52,0,3.37,1
5/23/2013,0.1500,1,-0.29,0,-0.08,0,1.81,1
5/24/2013,-1.2700,0,-0.06,0,0.06,1,-0.57,0
5/28/2013,1.1600,1,0.63,1,0.69,1,3.50,1
5/29/2013,-0.2600,0,-0.70,0,-0.69,0,2.42,1
5/30/2013,-1.6200,0,0.37,1,0.14,1,-2.02,0
5/31/2013,0.6700,1,-1.43,0,-1.36,0,12.18,1
6/3/2013,-0.1900,0,0.59,1,0.92,1,-0.12,0
6/4/2013,-0.2500,0,-0.55,0,-0.50,0,-0.06,0
6/5/2013,-0.0100,0,-1.38,0,-1.43,0,7.56,1
6/6/2013,0.3300,1,0.85,1,0.53,1,-4.97,0
6/7/2013,0.4400,1,1.28,1,1.38,1,-8.96,0
6/10/2013,0.9800,1,-0.03,0,-0.06,0,1.98,1
6/11/2013,-0.9600,0,-1.02,0,-0.76,0,10.56,1
6/12/2013,-1.1200,0,-0.84,0,-0.84,0,8.90,1
6/13/2013,-0.4900,0,1.48,1,1.21,1,-11.73,0
6/14/2013,-0.7000,0,-0.59,0,-0.70,0,4.51,1
6/17/2013,-0.2100,0,0.76,1,0.73,1,-2.04,0
6/18/2013,0.1700,1,0.78,1,0.91,1,-1.13,0
6/19/2013,0.9100,1,-1.39,0,-1.35,0,0.18,1
6/20/2013,1.2600,1,-2.50,0,-2.34,0,23.14,1
6/21/2013,-0.1200,0,0.27,1,0.28,1,-7.76,0
6/24/2013,0.6600,1,-1.21,0,-0.94,0,6.40,1
6/25/2013,1.4800,1,0.95,1,0.69,1,-8.16,0
6/26/2013,1.5300,1,0.96,1,1.02,1,-6.82,0
6/27/2013,0.2600,1,0.62,1,0.77,1,-2.03,0
6/28/2013,-1.7500,0,-0.43,0,-0.76,0,0.00,0
7/1/2013,0.1100,1,0.54,1,0.44,1,-2.91,0
7/2/2013,-0.3400,0,-0.05,0,-0.28,0,0.43,1
7/3/2013,-0.0800,0,0.08,1,0.38,1,-1.46,0
7/5/2013,0.5300,1,1.02,1,0.98,1,-8.09,0
7/8/2013,0.5700,1,0.53,1,0.59,1,-0.74,0
7/9/2013,-2.4000,0,0.72,1,0.50,1,-2.91,0
7/10/2013,-0.6200,0,0.02,1,-0.06,0,-0.98,0
7/11/2013,-0.2000,0,1.36,1,1.11,1,-1.41,0
7/12/2013,-0.7300,0,0.31,1,0.02,1,-1.21,0
7/15/2013,0.1200,1,0.14,1,0.13,1,-0.36,0
7/16/2013,0.7200,1,-0.37,0,-0.21,0,4.57,1
7/17/2013,-0.3100,0,0.28,1,0.12,1,-4.44,0
7/18/2013,1.3400,1,0.50,1,0.50,1,-0.07,0
7/19/2013,0.1800,1,0.16,1,-0.03,0,-8.93,0
7/22/2013,0.5100,1,0.20,1,0.01,1,-1.99,0
7/23/2013,-0.4200,0,-0.19,0,0.14,1,3.01,1
7/24/2013,-0.6200,0,-0.38,0,-0.16,0,4.11,1
7/25/2013,0.1100,1,0.26,1,0.09,1,-1.59,0
7/26/2013,1.2500,1,0.08,1,0.02,1,-1.93,0
7/29/2013,-0.1500,0,-0.37,0,-0.24,0,5.27,1
7/30/2013,-0.9200,0,0.04,1,-0.01,0,0.00,0
7/31/2013,0.1800,1,-0.01,0,-0.14,0,0.45,1
8/1/2013,-0.7900,0,1.25,1,0.83,1,-3.79,0
8/2/2013,0.4500,1,0.16,1,0.19,1,-7.42,0
8/5/2013,-0.1300,0,-0.15,0,-0.30,0,-1.17,0
8/6/2013,0.2500,1,-0.57,0,-0.60,0,7.43,1
8/7/2013,-0.5500,0,-0.38,0,-0.31,0,2.04,1
8/8/2013,-0.1700,0,0.39,1,0.18,1,-1.93,0
8/9/2013,1.4700,1,-0.36,0,-0.47,0,5.34,1
8/12/2013,-1.1100,0,-0.12,0,-0.04,0,-4.47,0
8/13/2013,-0.0300,0,0.28,1,0.20,1,-3.90,0
8/14/2013,0.3800,1,-0.52,0,-0.73,0,5.93,1
8/15/2013,0.0300,1,-1.43,0,-1.47,0,12.96,1
8/16/2013,-0.1700,0,-0.33,0,-0.20,0,-2.44,0
8/19/2013,0.6000,1,-0.59,0,-0.47,0,5.08,1
8/20/2013,-0.0500,0,0.38,1,-0.05,0,-1.26,0
8/21/2013,1.3900,1,-0.58,0,-0.70,0,6.91,1
8/22/2013,0.1100,1,0.86,1,0.44,1,-7.40,0
8/23/2013,-0.3500,0,0.39,1,0.31,1,-5.28,0
8/26/2013,-0.2000,0,-0.40,0,-0.43,0,7.22,1
8/27/2013,1.1700,1,-1.59,0,-1.14,0,11.87,1
8/28/2013,0.5300,1,0.27,1,0.33,1,-1.67,0
8/29/2013,-0.4000,0,0.20,1,0.11,1,1.94,1
8/30/2013,-1.5500,0,-0.32,0,-0.21,0,1.19,1
9/3/2013,0.2300,1,0.42,1,0.16,1,-2.35,0
9/4/2013,1.2900,1,0.81,1,0.65,1,-4.39,0
9/5/2013,-1.6400,0,0.12,1,0.04,1,-0.69,0
9/6/2013,-0.6300,0,0.01,1,-0.10,0,0.51,1
9/9/2013,-0.1000,0,1.00,1,0.94,1,-1.39,0
9/10/2013,-0.6300,0,0.73,1,0.85,1,-7.04,0
9/11/2013,0.7100,1,0.31,1,0.89,1,-4.89,0
9/12/2013,0.4100,1,-0.34,0,-0.17,0,3.40,1
9/13/2013,0.4200,1,0.27,1,0.49,1,-0.91,0
9/16/2013,0.3900,1,0.57,1,0.77,1,1.55,1
9/17/2013,1.2700,1,0.42,1,0.23,1,1.04,1
9/18/2013,-1.5200,0,1.22,1,0.95,1,-6.47,0
9/19/2013,-0.0600,0,-0.18,0,-0.26,0,-3.16,0
9/20/2013,0.6800,1,-0.72,0,-1.19,0,-0.30,0
9/23/2013,-0.2200,0,-0.47,0,-0.32,0,9.07,1
9/24/2013,-0.1500,0,-0.26,0,-0.43,0,-1.61,0
9/25/2013,0.4300,1,-0.27,0,-0.40,0,-0.50,0
9/26/2013,0.4800,1,0.35,1,0.36,1,0.36,1
9/27/2013,0.8300,1,-0.41,0,-0.46,0,9.96,1
9/30/2013,-0.1400,0,-0.60,0,-0.84,0,7.37,1
10/1/2013,0.6200,1,0.80,1,0.41,1,-6.39,0
10/2/2013,0.1400,1,-0.07,0,-0.39,0,6.82,1
10/3/2013,-0.4200,0,-0.90,0,-0.90,0,6.45,1
10/4/2013,-0.9400,0,0.71,1,0.51,1,-5.26,0
10/7/2013,1.1500,1,-0.85,0,-0.90,0,15.95,1
10/8/2013,0.5700,1,-1.23,0,-1.07,0,4.79,1
10/9/2013,-0.2700,0,0.06,1,0.18,1,-3.64,0
10/10/2013,-2.3700,0,2.18,1,2.18,1,-15.92,0
10/11/2013,-0.3200,0,0.63,1,0.73,1,-4.61,0
10/14/2013,-0.3100,0,0.41,1,0.42,1,2.23,1
10/15/2013,0.6800,1,-0.71,0,-0.87,0,16.12,1
10/16/2013,0.1900,1,1.38,1,1.36,1,-21.17,0
10/17/2013,0.9200,1,0.67,1,-0.01,0,-8.36,0
10/18/2013,0.1600,1,0.65,1,0.18,1,-3.26,0
10/21/2013,1.1900,1,0.01,1,-0.05,0,0.92,1
10/22/2013,-0.4400,0,0.57,1,0.49,1,1.29,1
10/23/2013,0.8900,1,-0.47,0,-0.35,0,0.68,1
10/24/2013,-0.2000,0,0.33,1,0.62,1,-1.64,0
10/25/2013,-1.6700,0,0.44,1,0.39,1,-0.83,0
10/28/2013,0.3100,1,0.13,1,-0.01,0,1.68,1
10/29/2013,-1.1100,0,0.56,1,0.72,1,0.75,1
10/30/2013,0.3200,1,-0.49,0,-0.39,0,1.79,1
10/31/2013,-0.2600,0,-0.38,0,-0.47,0,0.73,1
11/1/2013,-0.5600,0,0.29,1,0.45,1,-3.42,0
11/4/2013,0.9000,1,0.36,1,0.15,1,-2.64,0
11/5/2013,-0.4900,0,-0.28,0,-0.13,0,2.63,1
11/6/2013,0.4200,1,0.43,1,0.82,1,-4.52,0
11/7/2013,-0.0200,0,-1.32,0,-0.97,0,9.79,1
11/8/2013,0.1400,1,1.34,1,1.08,1,-7.26,0
11/11/2013,0.1000,1,0.07,1,0.14,1,-2.87,0
11/12/2013,0.6300,1,-0.24,0,-0.21,0,2.31,1
11/13/2013,0.3700,1,0.81,1,0.45,1,-2.34,0
11/14/2013,0.1400,1,0.48,1,0.35,1,-1.20,0
11/15/2013,0.1100,1,0.42,1,0.54,1,-1.46,0
11/18/2013,0.7500,1,-0.37,0,0.09,1,7.47,1
11/19/2013,1.1800,1,-0.20,0,-0.06,0,2.21,1
11/20/2013,0.2800,1,-0.36,0,-0.41,0,0.07,1
11/21/2013,1.3000,1,0.81,1,0.69,1,-5.52,0
11/22/2013,-0.3900,0,0.50,1,0.34,1,-3.16,0
11/25/2013,-0.4300,0,-0.13,0,0.05,1,4.32,1
11/26/2013,1.0300,1,0.01,1,0.00,0,0.16,1
11/27/2013,-0.2300,0,0.25,1,0.15,1,1.33,1
11/29/2013,1.0900,1,-0.08,0,-0.07,0,5.55,1
12/2/2013,0.8900,1,-0.27,0,-0.48,0,3.87,1
12/3/2013,-1.0300,0,-0.32,0,-0.59,0,2.25,1
12/4/2013,0.9800,1,-0.13,0,-0.16,0,1.03,1
12/5/2013,-0.9300,0,-0.43,0,-0.43,0,2.59,1
12/6/2013,-1.8900,0,1.12,1,1.26,1,-8.55,0
12/9/2013,0.2900,1,0.18,1,0.03,1,-2.18,0
12/10/2013,0.1600,1,-0.32,0,-0.33,0,3.11,1
12/11/2013,1.7800,1,-1.13,0,-0.81,0,10.86,1
12/12/2013,0.2700,1,-0.38,0,-0.66,0,0.78,1
12/13/2013,0.4400,1,-0.01,0,0.10,1,1.42,1
12/16/2013,1.3900,1,0.63,1,0.82,1,1.71,1
12/17/2013,-1.4800,0,-0.31,0,-0.06,0,1.12,1
12/18/2013,-0.4800,0,1.66,1,1.84,1,-14.87,0
12/19/2013,-0.0700,0,-0.06,0,0.07,1,2.54,1
12/20/2013,-0.8400,0,0.48,1,0.26,1,-2.54,0
12/23/2013,-0.6800,0,0.53,1,0.45,1,-5.44,0
12/24/2013,1.8400,1,0.29,1,0.39,1,-4.29,0
12/26/2013,1.2600,1,0.47,1,0.75,1,-1.20,0
12/27/2013,-1.2900,0,-0.03,0,-0.01,0,1.05,1
12/30/2013,-1.5700,0,-0.02,0,0.16,1,8.83,1
12/31/2013,-0.2000,0,0.40,1,0.44,1,1.18,1
1/2/2014,-0.8700,0,-0.89,0,-0.82,0,3.72,1
1/3/2014,-0.6100,0,-0.03,0,0.17,1,-3.30,0
1/6/2014,0.0000,0,-0.25,0,-0.27,0,-1.53,0
1/7/2014,0.7000,1,0.61,1,0.64,1,-4.65,0
1/8/2014,0.1700,1,-0.02,0,-0.41,0,-0.39,0
1/9/2014,-0.3300,0,0.03,1,-0.11,0,0.16,1
1/10/2014,0.3400,1,0.23,1,-0.05,0,-5.82,0
1/13/2014,0.3600,1,-1.26,0,-1.09,0,9.39,1
1/14/2014,2.2400,1,1.08,1,0.71,1,-7.53,0
1/15/2014,2.1200,1,0.52,1,0.66,1,0.00,0
1/16/2014,-1.2400,0,-0.13,0,-0.39,0,2.04,1
1/17/2014,-1.0400,0,-0.39,0,0.25,1,-0.72,0
1/21/2014,-1.1600,0,0.28,1,-0.27,0,3.46,1
1/22/2014,0.5200,1,0.06,1,-0.25,0,-0.23,0
1/23/2014,-1.7300,0,-0.89,0,-1.07,0,7.24,1
1/24/2014,0.5400,1,-2.09,0,-1.96,0,31.74,1
1/27/2014,-0.8400,0,-0.49,0,-0.26,0,-3.97,0
1/28/2014,0.2400,1,0.61,1,0.57,1,-9.30,0
1/29/2014,-0.1100,0,-1.02,0,-1.19,0,9.81,1
1/30/2014,0.3900,1,1.13,1,0.70,1,-0.35,0
1/31/2014,0.6000,1,-0.65,0,-0.94,0,6.48,1
2/3/2014,-1.3400,0,-2.28,0,-2.08,0,16.46,1
2/4/2014,0.0900,1,0.76,1,0.47,1,-10.87,0
2/5/2014,0.6100,1,-0.20,0,-0.03,0,4.40,1
2/6/2014,0.0700,1,1.24,1,1.22,1,-13.63,0
2/7/2014,0.8900,1,1.33,1,1.06,1,-11.26,0
2/10/2014,0.2400,1,0.16,1,0.05,1,-0.20,0
2/11/2014,0.5600,1,1.11,1,1.22,1,-4.91,0
2/12/2014,-0.5700,0,-0.03,0,-0.19,0,-1.45,0
2/13/2014,0.6700,1,0.58,1,0.40,1,-1.12,0
2/14/2014,-0.3700,0,0.48,1,0.79,1,-4.03,0
2/18/2014,0.1800,1,0.12,1,-0.15,0,2.21,1
2/19/2014,0.1100,1,-0.65,0,-0.56,0,11.75,1
2/20/2014,0.3100,1,0.60,1,0.58,1,-4.58,0
2/21/2014,0.1900,1,-0.19,0,-0.19,0,-0.74,0
2/24/2014,0.4100,1,0.62,1,0.64,1,-3.07,0
2/25/2014,-0.1300,0,-0.13,0,-0.17,0,-3.94,0
2/26/2014,0.3800,1,0.00,0,0.12,1,4.97,1
2/27/2014,-0.0600,0,0.49,1,0.46,1,-2.16,0
2/28/2014,-0.3300,0,0.28,1,0.30,1,-0.28,0
3/3/2014,0.1800,1,-0.74,0,-0.94,0,14.29,1
3/4/2014,1.4100,1,1.53,1,1.41,1,-11.87,0
3/5/2014,0.3700,1,-0.01,0,-0.22,0,-1.49,0
3/6/2014,-0.3300,0,0.17,1,0.38,1,2.30,1
3/7/2014,1.7500,1,0.05,1,0.19,1,-0.70,0
3/10/2014,0.0500,1,-0.05,0,-0.21,0,0.64,1
3/11/2014,0.6900,1,-0.51,0,-0.41,0,4.23,1
3/12/2014,1.6000,1,0.03,1,-0.07,0,-2.23,0
3/13/2014,-0.8300,0,-1.17,0,-1.41,0,12.09,1
3/14/2014,2.4000,1,-0.28,0,-0.27,0,9.86,1
3/17/2014,1.3500,1,0.96,1,1.13,1,-12.23,0
3/18/2014,0.9700,1,0.72,1,0.55,1,-7.16,0
3/19/2014,0.0500,1,-0.61,0,-0.70,0,4.13,1
3/20/2014,-0.2800,0,0.60,1,0.67,1,-3.97,0
3/21/2014,0.3200,1,-0.29,0,-0.17,0,3.31,1
3/24/2014,-1.4600,0,-0.49,0,-0.16,0,0.60,1
3/25/2014,-2.3300,0,0.44,1,0.56,1,-7.09,0
3/26/2014,-2.0200,0,-0.70,0,-0.60,0,6.49,1
3/27/2014,1.9000,1,-0.19,0,-0.03,0,-2.08,0
3/28/2014,-1.5600,0,0.46,1,0.36,1,-1.44,0
3/31/2014,-0.4700,0,0.79,1,0.82,1,-3.68,0
4/1/2014,1.0300,1,0.70,1,0.46,1,-5.62,0
4/2/2014,0.1800,1,0.29,1,0.24,1,-0.08,0
4/3/2014,-1.5900,0,-0.11,0,0.00,0,2.14,1
4/4/2014,-0.2800,0,-1.25,0,-0.96,0,4.41,1
4/7/2014,-0.1400,0,-1.08,0,-1.02,0,11.53,1
4/8/2014,1.0200,1,0.38,1,0.06,1,-4.37,0
4/9/2014,-1.9400,0,1.09,1,1.11,1,-7.19,0
4/10/2014,1.0300,1,-2.09,0,-1.62,0,14.98,1
4/11/2014,-0.4200,0,-0.95,0,-0.89,0,7.17,1
4/14/2014,-1.1400,0,0.82,1,0.91,1,-5.40,0
4/15/2014,-0.3000,0,0.68,1,0.55,1,-3.10,0
4/16/2014,0.6800,1,1.05,1,1.00,1,-9.16,0
4/17/2014,0.2100,1,0.14,1,-0.10,0,-5.78,0
4/21/2014,0.7500,1,0.38,1,0.25,1,-0.82,0
4/22/2014,-1.0700,0,0.41,1,0.40,1,-0.45,0
4/23/2014,-0.5300,0,-0.22,0,-0.08,0,0.61,1
4/24/2014,0.1200,1,0.17,1,0.00,0,0.38,1
4/25/2014,0.7500,1,-0.81,0,-0.85,0,5.56,1
4/28/2014,-0.8700,0,0.32,1,0.53,1,-0.64,0
4/29/2014,0.2000,1,0.48,1,0.53,1,-1.86,0
4/30/2014,0.4500,1,0.30,1,0.27,1,-2.19,0
5/1/2014,-0.2200,0,-0.01,0,-0.13,0,-1.19,0
5/2/2014,-0.5600,0,-0.13,0,-0.28,0,-2.57,0
5/5/2014,0.3900,1,0.19,1,0.11,1,2.94,1
5/6/2014,0.5000,1,-0.90,0,-0.78,0,3.84,1
5/7/2014,-0.2600,0,0.56,1,0.72,1,-2.90,0
5/8/2014,-0.0200,0,-0.14,0,0.20,1,0.22,1
5/9/2014,0.2900,1,0.15,1,0.20,1,-3.80,0
5/12/2014,0.4100,1,0.97,1,0.68,1,-5.34,0
5/13/2014,0.1400,1,0.04,1,0.12,1,-0.82,0
5/14/2014,0.1200,1,-0.47,0,-0.61,0,0.33,1
5/15/2014,-0.0200,0,-0.94,0,-1.01,0,8.22,1
5/16/2014,0.4300,1,0.37,1,0.27,1,-5.54,0
5/19/2014,0.9700,1,0.38,1,0.12,1,-0.16,0
5/20/2014,0.2700,1,-0.65,0,-0.83,0,4.35,1
5/21/2014,0.4300,1,0.81,1,0.97,1,-8.10,0
5/22/2014,1.0200,1,0.24,1,0.06,1,1.01,1
5/23/2014,-0.2700,0,0.42,1,0.38,1,-5.57,0
5/27/2014,0.7000,1,0.60,1,0.42,1,1.32,1
5/28/2014,0.8300,1,-0.11,0,-0.25,0,1.48,1
5/29/2014,-0.4600,0,0.54,1,0.39,1,-0.94,0
5/30/2014,0.0500,1,0.18,1,0.11,1,-1.47,0
6/2/2014,-0.7100,0,0.07,1,0.16,1,1.58,1
6/3/2014,0.7200,1,-0.04,0,-0.13,0,2.50,1
6/4/2014,-0.3900,0,0.19,1,0.09,1,1.77,1
6/5/2014,-2.0900,0,0.65,1,0.59,1,-3.31,0
6/6/2014,0.4500,1,0.46,1,0.52,1,-8.13,0
6/9/2014,-0.0500,0,0.09,1,0.11,1,3.91,1
6/10/2014,-0.1000,0,-0.02,0,0.02,1,-1.43,0
6/11/2014,-0.5000,0,-0.35,0,-0.60,0,5.55,1
6/12/2014,-0.0400,0,-0.71,0,-0.65,0,8.28,1
6/13/2014,0.4000,1,0.31,1,0.25,1,-3.03,0
6/16/2014,0.7100,1,0.08,1,0.03,1,3.86,1
6/17/2014,-0.1700,0,0.22,1,0.16,1,-4.66,0
6/18/2014,1.5700,1,0.77,1,0.58,1,-12.02,0
6/19/2014,-1.4100,0,0.13,1,0.09,1,0.09,1
6/20/2014,0.2200,1,0.17,1,0.15,1,2.17,1
6/23/2014,-0.5400,0,-0.01,0,-0.06,0,1.20,1
6/24/2014,0.5600,1,-0.64,0,-0.70,0,10.47,1
6/25/2014,0.4400,1,0.49,1,0.29,1,-4.45,0
6/26/2014,-0.5200,0,-0.12,0,-0.13,0,0.35,1
6/27/2014,0.6300,1,0.19,1,0.03,1,-3.18,0
6/30/2014,-1.3500,0,-0.04,0,-0.15,0,2.75,1
7/1/2014,-0.7700,0,0.67,1,0.77,1,-3.63,0
7/2/2014,0.6300,1,0.07,1,0.12,1,-2.96,0
7/3/2014,-0.0200,0,0.55,1,0.54,1,-4.62,0
7/7/2014,1.1400,1,-0.39,0,-0.26,0,9.79,1
7/8/2014,0.2300,1,-0.70,0,-0.69,0,5.74,1
7/9/2014,0.4300,1,0.46,1,0.47,1,-2.75,0
